Title,Domain,Datasets,GIT link
FQuAD: French Question Answering Dataset Edit social previewFQuAD: French Question Answering Dataset Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'MACHINE READING COMPREHENSION', 'READING COMPREHENSION']","['', ' MCTest ', ' CMRC ', ' QuAC ', ' KorQuAD ', ' CMRC 2018 ', ' CoQA ', ' XQuAD ', ' FQuAD ', ' NewsQA ', ' French Wikipedia ', ' SberQuAD ', ' MLQA ', ' HotpotQA ', ' SQuAD ']",[]
Hyperbolic Representation Learning for Fast and Efficient Neural Question Answering Edit social previewHyperbolic Representation Learning for Fast and Efficient Neural Question Answering Edit social preview,"['QUESTION ANSWERING', 'REPRESENTATION LEARNING', 'FEATURE ENGINEERING']","['', ' WikiQA ', ' TrecQA ']",['https://github.com/vanzytay/WSDM2018_HyperQA']
Multi-style Generative Reading Comprehension Edit social previewMulti-style Generative Reading Comprehension Edit social preview,"['READING COMPREHENSION', 'QUESTION ANSWERING', 'ABSTRACTIVE TEXT SUMMARIZATION', 'TEXT GENERATION']","['', ' DuReader ', ' TriviaQA ', ' CoQA ', ' NarrativeQA ', ' DuoRC ', ' MS MARCO ', ' HotpotQA ', ' SQuAD ']",[]
Tell Me Why: Using Question Answering as Distant Supervision for Answer Justification Edit social previewTell Me Why: Using Question Answering as Distant Supervision for Answer Justification Edit social preview,"['INTERPRETABLE MACHINE LEARNING', 'ANSWER SELECTION', 'QUESTION ANSWERING']",[''],[]
DeBERTa: Decoding-enhanced BERT with Disentangled Attention Edit social previewDeBERTa: Decoding-enhanced BERT with Disentangled Attention Edit social preview,"['LINGUISTIC ACCEPTABILITY', 'SENTIMENT ANALYSIS', 'READING COMPREHENSION', 'QUESTION ANSWERING', 'WORD SENSE DISAMBIGUATION', 'NATURAL LANGUAGE INFERENCE', 'NATURAL LANGUAGE UNDERSTANDING', 'SEMANTIC TEXTUAL SIMILARITY', 'COMMON SENSE REASONING', 'COREFERENCE RESOLUTION', 'NAMED ENTITY RECOGNITION']","['', ' OpenWebText ', ' SWAG ', ' WebText ', ' BookCorpus ', ' COPA ', ' WSC ', ' CoNLL-2003 ', ' SST ', ' CoLA ', ' GLUE ', ' MRPC ', ' SuperGLUE ', ' ReCoRD ', ' QNLI ', ' MultiRC ', ' SQuAD ', ' RACE ']","['https://github.com/huggingface/transformers', 'https://github.com/microsoft/DeBERTa']"
Language Models are Few-Shot Learners Edit social previewLanguage Models are Few-Shot Learners Edit social preview,"['UNSUPERVISED MACHINE TRANSLATION', 'QUESTION ANSWERING', 'WORD SENSE DISAMBIGUATION', 'MULTI-TASK LEARNING', 'NATURAL LANGUAGE INFERENCE', 'SENTENCE COMPLETION', 'LANGUAGE MODELLING', 'FEW-SHOT LEARNING', 'COMMON SENSE REASONING', 'DOMAIN ADAPTATION', 'COREFERENCE RESOLUTION']","['', ' WMT 2016 ', ' CoQA ', ' ANLI ', ' BoolQ ', ' LAMBADA ', ' PIQA ', ' ARC ', ' WebText ', ' WebQuestions ', ' COPA ', ' OpenBookQA ', ' SuperGLUE ', ' RealNews ', ' WMT 2014 ', ' StereoSet ', ' The Pile ', ' RACE ', ' TriviaQA ', ' DROP ', ' HellaSwag ', ' Penn Treebank ', ' ReCoRD ', ' WinoGrande ', ' MultiRC ', ' Natural Questions ', ' QuAC ', ' WSC ']","['https://github.com/EleutherAI/lm-evaluation-harness', 'https://github.com/openai/gpt-3', 'https://github.com/scrayish/ML_NLP', 'https://github.com/hilberthit/gpt-3', 'https://github.com/MESPA/npl', 'https://github.com/EleutherAI/lm_evaluation_harness', 'https://github.com/gmum/dl-mo-2021', 'https://github.com/facebookresearch/anli', 'https://github.com/tonyzhaozh/few-shot-learning', 'https://github.com/hendrycks/test']"
Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer Edit social previewExploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer Edit social preview,"['LINGUISTIC ACCEPTABILITY', 'MACHINE TRANSLATION', 'TEXT CLASSIFICATION', 'SENTIMENT ANALYSIS', 'QUESTION ANSWERING', 'WORD SENSE DISAMBIGUATION', 'NATURAL LANGUAGE INFERENCE', 'SEMANTIC TEXTUAL SIMILARITY', 'COMMON SENSE REASONING', 'COREFERENCE RESOLUTION', 'DOCUMENT SUMMARIZATION', 'TRANSFER LEARNING', 'ABSTRACTIVE TEXT SUMMARIZATION']","['', ' WMT 2016 ', ' C4 ', ' GLUE ', ' BoolQ ', ' WebText ', ' Quora ', ' COPA ', ' MRPC ', ' SuperGLUE ', ' RealNews ', ' SQuAD ', ' ImageNet ', ' TriviaQA ', ' CoLA ', ' ReCoRD ', ' MultiRC ', ' MultiNLI ', ' SST ', ' NewsQA ', ' SentEval ', ' CNN/Daily Mail ', ' QNLI ', ' WSC ']","['https://github.com/wangcongcong123/ttt', 'https://github.com/thecodemasterk/Text-to-Text-transfer-transformers', 'https://github.com/lucidrains/x-transformers', 'https://github.com/KAGUYAHONGLAI/SRC', 'https://github.com/google-research/text-to-text-transfer-transformer', 'https://github.com/Nimesh-Patel/text-to-text-transfer-transformer', 'https://github.com/arpanghoshal/FinalYearProject', 'https://github.com/huggingface/transformers', 'https://github.com/franziss/notes', 'https://github.com/itzprashu1/prashant', 'https://github.com/LeoLaugier/conditional-auto-encoder-text-to-text-transfer-transformer', 'https://github.com/safakkbilici/Academic-Paper-Title-Recommendation', 'https://github.com/abelriboulot/onnxt5']"
ReClor: A Reading Comprehension Dataset Requiring Logical Reasoning Edit social previewReClor: A Reading Comprehension Dataset Requiring Logical Reasoning Edit social preview,"['READING COMPREHENSION', 'QUESTION ANSWERING', 'LOGICAL REASONING READING COMPREHENSION', 'MACHINE READING COMPREHENSION', 'LOGICAL REASONING QUESTION ANSWERING']","['', ' MCTest ', ' DREAM ', ' CosmosQA ', ' WebText ', ' DROP ', ' MultiNLI ', ' HellaSwag ', ' NarrativeQA ', ' ReClor ', ' GLUE ', ' ReCoRD ', ' ARC ', ' SNLI ', ' SQuAD ', ' RACE ']",['https://github.com/yuweihao/reclor']
CliCR: A Dataset of Clinical Case Reports for Machine Reading Comprehension Edit social previewCliCR: A Dataset of Clinical Case Reports for Machine Reading Comprehension Edit social preview,"['MACHINE READING COMPREHENSION', 'OBJECT TRACKING', 'READING COMPREHENSION']","['', ' GENIA ', ' QUASAR ', ' BookTest ', ' LAMBADA ', ' MS MARCO ', ' WikiReading ', ' MCTest ', ' Who-did-What ', ' COCO Captions ', ' QUASAR-S ', ' SQuAD ', ' RACE ', ' CliCR ', ' TriviaQA ', ' MedHop ', ' NewsQA ', ' SciQ ', ' ROCStories ']",['https://github.com/clips/clicr']
FlowQA: Grasping Flow in History for Conversational Machine Comprehension Edit social previewFlowQA: Grasping Flow in History for Conversational Machine Comprehension Edit social preview,"['READING COMPREHENSION', 'QUESTION ANSWERING']","['', ' CoQA ', ' QuAC ']",['https://github.com/momohuang/FlowQA']
Open Question Answering with Weakly Supervised Embedding Models Edit social previewOpen Question Answering with Weakly Supervised Embedding Models Edit social preview,['QUESTION ANSWERING'],"['', ' ReVerb Challenge ', ' WebQuestions ']",[]
Exploring Graph-structured Passage Representation for Multi-hop Reading Comprehension with Graph Neural Networks Edit social previewExploring Graph-structured Passage Representation for Multi-hop Reading Comprehension with Graph Neural Networks Edit social preview,"['READING COMPREHENSION', 'MULTI-HOP READING COMPREHENSION', 'QUESTION ANSWERING']","['', ' WikiHop ', ' SearchQA ', ' ComplexWebQuestions ', ' QUASAR ']",[]
Generative Data Augmentation for Commonsense Reasoning Edit social previewGenerative Data Augmentation for Commonsense Reasoning Edit social preview,"['QUESTION ANSWERING', 'DATA AUGMENTATION']","['', ' CODAH ', ' HellaSwag ', ' WinoGrande ', ' SWAG ', ' ARC ', ' SNLI ', ' CommonsenseQA ']",['https://github.com/yangyiben/G-DAUG-c-Generative-Data-Augmentation-for-Commonsense-Reasoning']
Latent Alignment of Procedural Concepts in Multimodal Recipes Edit social previewLatent Alignment of Procedural Concepts in Multimodal Recipes Edit social preview,"['READING COMPREHENSION', 'QUESTION ANSWERING']","['', ' RecipeQA ', ' MovieQA ']",['https://github.com/HLR/LatentAlignmentProcedural']
Large-scale Simple Question Answering with Memory Networks Edit social previewLarge-scale Simple Question Answering with Memory Networks Edit social preview,"['QUESTION ANSWERING', 'TRANSFER LEARNING']","['', ' SimpleQuestions ', ' WebQuestions ']","['https://github.com/au1khan/FactQA', 'https://github.com/aukhanee/FactQA', 'https://github.com/facebookresearch/ParlAI']"
A Parallel-Hierarchical Model for Machine Comprehension on Sparse Data Edit social previewA Parallel-Hierarchical Model for Machine Comprehension on Sparse Data Edit social preview,"['READING COMPREHENSION', 'QUESTION ANSWERING']","['', ' MCTest ']",['https://github.com/Maluuba/mctest-model']
Product-Aware Answer Generation in E-Commerce Question-Answering Edit social previewProduct-Aware Answer Generation in E-Commerce Question-Answering Edit social preview,['QUESTION ANSWERING'],"['', ' MS MARCO ']",['https://github.com/gsh199449/productqa']
SpanBERT: Improving Pre-training by Representing and Predicting Spans Edit social previewSpanBERT: Improving Pre-training by Representing and Predicting Spans Edit social preview,"['LINGUISTIC ACCEPTABILITY', 'PARAPHRASE IDENTIFICATION', 'SENTIMENT ANALYSIS', 'QUESTION ANSWERING', 'RELATION EXTRACTION', 'NATURAL LANGUAGE INFERENCE', 'SEMANTIC TEXTUAL SIMILARITY', 'COREFERENCE RESOLUTION', 'OPEN-DOMAIN QUESTION ANSWERING']","['', ' TriviaQA ', ' MRQA 2019 ', ' SearchQA ', ' CoLA ', ' SST ', ' CoNLL-2012 ', ' NewsQA ', ' GLUE ', ' MRPC ', ' QNLI ', ' HotpotQA ', ' Natural Questions ', ' SQuAD ']","['https://github.com/facebookresearch/SpanBERT', 'https://github.com/zixinzeng-jennifer/spanbert_trans', 'https://github.com/UnknownGenie/altered-BERT-KPE', 'https://github.com/mandarjoshi90/coref', 'https://github.com/thunlp/BERT-KPE']"
LUKE: Deep Contextualized Entity Representations with Entity-aware Self-attention Edit social previewLUKE: Deep Contextualized Entity Representations with Entity-aware Self-attention Edit social preview,"['QUESTION ANSWERING', 'ENTITY TYPING', 'RELATION CLASSIFICATION', 'RELATION EXTRACTION', 'LANGUAGE MODELLING', 'NAMED ENTITY RECOGNITION']","['', ' TACRED ', ' Open Entity ', ' CoNLL-2003 ', ' SuperGLUE ', ' ReCoRD ', ' SQuAD ']",['https://github.com/studio-ousia/luke']
UnitedQA: A Hybrid Approach for Open Domain Question Answering Edit social previewUnitedQA: A Hybrid Approach for Open Domain Question Answering Edit social preview,"['QUESTION ANSWERING', 'OPEN-DOMAIN QUESTION ANSWERING']","['', ' Natural Questions ', ' SQuAD ', ' TriviaQA ']",[]
UnifiedQA: Crossing Format Boundaries With a Single QA System Edit social previewUnifiedQA: Crossing Format Boundaries With a Single QA System Edit social preview,"['LANGUAGE MODELLING', 'QUESTION ANSWERING', 'MULTI-TASK LEARNING']","['', ' MRQA 2019 ', ' Quoref ', ' BoolQ ', ' PIQA ', ' ARC ', ' MCTest ', ' OpenBookQA ', ' NarrativeQA ', ' CommonsenseQA ', ' SQuAD ', ' RACE ', ' DROP ', ' WinoGrande ', ' MultiRC ', ' Natural Questions ', ' ROPES ', ' QASC ', ' NewsQA ', ' Social IQA ']","['https://github.com/allenai/unifiedqa', 'https://github.com/hendrycks/test']"
Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing Edit social previewDomain-Specific Language Model Pretraining for Biomedical Natural Language Processing Edit social preview,"['SENTENCE SIMILARITY', 'QUESTION ANSWERING', 'RELATION EXTRACTION', 'DOCUMENT CLASSIFICATION', 'LANGUAGE MODELLING', 'PICO', 'NAMED ENTITY RECOGNITION']","['', ' DDI ', ' BookCorpus ', ' BLUE ', ' BIOSSES ', ' HOC ', ' NCBI Disease ', ' BLURB ', ' GLUE ', ' SuperGLUE ', ' PubMedQA ', ' MIMIC-III ', ' ChemProt ', ' BioASQ ', ' BC5CDR ']",['https://github.com/aws-health-ai/multi_domain_lm']
SMART: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization Edit social previewSMART: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization Edit social preview,"['LINGUISTIC ACCEPTABILITY', 'SENTIMENT ANALYSIS', 'NATURAL LANGUAGE INFERENCE', 'SEMANTIC TEXTUAL SIMILARITY', 'TRANSFER LEARNING']","['', ' CoLA ', ' SST ', ' ANLI ', ' GLUE ', ' MRPC ', ' FEVER ', ' QNLI ', ' SNLI ', ' SQuAD ']","['https://github.com/namisan/mt-dnn', 'https://github.com/microsoft/MT-DNN']"
Sentiment Classification Using Document Embeddings Trained with Cosine Similarity Edit social previewSentiment Classification Using Document Embeddings Trained with Cosine Similarity Edit social preview,"['DOCUMENT EMBEDDING', 'SENTIMENT ANALYSIS']","['', ' IMDb Movie Reviews ']",['https://github.com/tanthongtan/dv-cosine']
Self-Explaining Structures Improve NLP Models Edit social previewSelf-Explaining Structures Improve NLP Models Edit social preview,"['PARAPHRASE IDENTIFICATION', 'NATURAL LANGUAGE INFERENCE', 'SENTIMENT ANALYSIS']","['', ' SNLI ', ' SST ']",['https://github.com/ShannonAI/Self_Explaining_Structures_Improve_NLP_Models']
XLNet: Generalized Autoregressive Pretraining for Language Understanding Edit social previewXLNet: Generalized Autoregressive Pretraining for Language Understanding Edit social preview,"['PARAPHRASE IDENTIFICATION', 'TEXT CLASSIFICATION', 'SENTIMENT ANALYSIS', 'READING COMPREHENSION', 'QUESTION ANSWERING', 'NATURAL LANGUAGE INFERENCE', 'LANGUAGE MODELLING', 'SEMANTIC TEXTUAL SIMILARITY', 'DOCUMENT RANKING', 'HUMOR DETECTION']","['', ' CLUE ', ' Quora ', ' IMDb Movie Reviews ', ' GLUE ', ' AG News ', ' DBpedia ', ' QNLI ', ' SQuAD ', ' RACE ']","['https://github.com/kaushaltrivedi/fast-bert', 'https://github.com/utterworks/fast-bert', 'https://github.com/2miatran/Natural-Language-Processing', 'https://github.com/pink-vanilla-skies/nlp', 'https://github.com/studio-ousia/luke', 'https://github.com/fanchenyou/transformer-study', 'https://github.com/graykode/xlnet-Pytorch', 'https://github.com/huggingface/xlnet', 'https://github.com/huggingface/transformers', 'https://github.com/zaradana/Fast_BERT', 'https://github.com/cuhksz-nlp/SAPar', 'https://github.com/tomgoter/nlp_finalproject', 'https://github.com/listenviolet/XLNet', 'https://github.com/samwisegamjeee/pytorch-transformers', 'https://github.com/facebookresearch/anli', 'https://github.com/pauldevos/python-notes', 'https://github.com/zihangdai/xlnet']"
A La Carte Embedding: Cheap but Effective Induction of Semantic Feature Vectors Edit social previewA La Carte Embedding: Cheap but Effective Induction of Semantic Feature Vectors Edit social preview,"['TEXT CLASSIFICATION', 'REGRESSION', 'DOCUMENT CLASSIFICATION', 'DOMAIN ADAPTATION', 'TRANSFER LEARNING']","['', ' IMDb Movie Reviews ', ' SST ']",['https://github.com/NLPrinceton/ALaCarte']
Unsupervised Data Augmentation for Consistency Training Edit social previewUnsupervised Data Augmentation for Consistency Training Edit social preview,"['TEXT CLASSIFICATION', 'SEMI-SUPERVISED IMAGE CLASSIFICATION', 'IMAGE CLASSIFICATION', 'IMAGE AUGMENTATION', 'TRANSFER LEARNING', 'DATA AUGMENTATION']","['', ' SVHN ', ' CIFAR-10 ']","['https://github.com/lantgabor/Unsupervised-Data-Augmentation-PyTorch', 'https://github.com/bhacquin/UDA_pytorch', 'https://github.com/google-research/uda', 'https://github.com/nynCoder/kaggle-toxic', 'https://github.com/yechens/XiaoZhao-ChongChongChong', 'https://github.com/joannayu25/NLP_Project_MIDS-W266', 'https://github.com/PhamNguyen97/TSA_pytorch', 'https://github.com/A-Telfer/AugKey', 'https://github.com/tomgoter/nlp_finalproject', 'https://github.com/leblancdaniel/paraphraser', 'https://github.com/peisuke/UnsupervisedDataAugmentation.pytorch', 'https://github.com/yechens/QiuZhao-ChongChongChong', 'https://github.com/kekmodel/UDA-pytorch', 'https://github.com/rwbfd/OpenCompetitionV2', 'https://github.com/uizard-technologies/realmix', 'https://github.com/sud0301/my_uda_pytorch', 'https://github.com/SanghunYun/UDA_pytorch', 'https://github.com/PaulEmmanuelSotir/DeepCV', 'https://github.com/ildoonet/unsupervised-data-augmentation']"
Rethinking Attribute Representation and Injection for Sentiment Classification Edit social previewRethinking Attribute Representation and Injection for Sentiment Classification Edit social preview,"['SENTIMENT ANALYSIS (PRODUCT + USER)', 'SENTIMENT ANALYSIS']","['', ' IMDb Movie Reviews ']",['https://github.com/rktamplayo/CHIM']
GRACE: Gradient Harmonized and Cascaded Labeling for Aspect-based Sentiment Analysis Edit social previewGRACE: Gradient Harmonized and Cascaded Labeling for Aspect-based Sentiment Analysis Edit social preview,"['OBJECT DETECTION', 'SENTIMENT ANALYSIS', 'ASPECT-BASED SENTIMENT ANALYSIS']",[''],['https://github.com/ArrowLuo/GRACE']
GPU Kernels for Block-Sparse Weights Edit social previewGPU Kernels for Block-Sparse Weights Edit social preview,['SENTIMENT ANALYSIS'],[''],['https://github.com/openai/blocksparse']
Revisiting Distributional Correspondence Indexing: A Python Reimplementation and New Experiments Edit social previewRevisiting Distributional Correspondence Indexing: A Python Reimplementation and New Experiments Edit social preview,"['TEXT CLASSIFICATION', 'DOMAIN ADAPTATION', 'TRANSFER LEARNING', 'SENTIMENT ANALYSIS']","['', ' Multi-Domain Sentiment Dataset v2.0 ']",['https://github.com/AlexMoreo/pydci']
The Pupil Has Become the Master: Teacher-Student Model-Based Word Embedding Distillation with Ensemble Learning Edit social previewThe Pupil Has Become the Master: Teacher-Student Model-Based Word Embedding Distillation with Ensemble Learning Edit social preview,"['WORD EMBEDDINGS', 'DOCUMENT CLASSIFICATION']","['', ' SST ', ' MPQA Opinion Corpus ']",['https://github.com/bgshin/distill_demo']
BB_twtr at SemEval-2017 Task 4: Twitter Sentiment Analysis with CNNs and LSTMs Edit social previewBB_twtr at SemEval-2017 Task 4: Twitter Sentiment Analysis with CNNs and LSTMs Edit social preview,"['TWITTER SENTIMENT ANALYSIS', 'SENTIMENT ANALYSIS', 'WORD EMBEDDINGS']",[''],"['https://github.com/nileshsah/deep-text-classifier', 'https://github.com/lopezbec/COVID19_Tweets_Dataset', 'https://github.com/leelaylay/TweetSemEval', 'https://github.com/saurabhrathor/InceptionModel_SentimentAnalysis', 'https://github.com/kaliahinartem/twitter_sentiment_analysis']"
RobBERT: a Dutch RoBERTa-based Language Model Edit social previewRobBERT: a Dutch RoBERTa-based Language Model Edit social preview,"['LANGUAGE MODELLING', 'FAIRNESS', 'SENTIMENT ANALYSIS']","['', ' CoNLL 2002 ']",['https://github.com/iPieter/RobBERT']
Attentional Encoder Network for Targeted Sentiment Classification Edit social previewAttentional Encoder Network for Targeted Sentiment Classification Edit social preview,"['SENTIMENT ANALYSIS', 'ASPECT-BASED SENTIMENT ANALYSIS']",[''],"['https://github.com/songyouwei/ABSA-PyTorch', 'https://github.com/yangheng95/LC-ABSA', 'https://github.com/Ankur3107/awesome-daily-blog']"
Deep Transfer Learning Baselines for Sentiment Analysis in Russian Edit social previewDeep Transfer Learning Baselines for Sentiment Analysis in Russian Edit social preview,"['TRANSFER LEARNING', 'SENTIMENT ANALYSIS']",[''],['https://github.com/sismetanin/sentiment-analysis-in-russian']
Investigating Typed Syntactic Dependencies for Targeted Sentiment Classification Using Graph Attention Neural Network Edit social previewInvestigating Typed Syntactic Dependencies for Targeted Sentiment Classification Using Graph Attention Neural Network Edit social preview,"['SENTIMENT ANALYSIS', 'ASPECT-BASED SENTIMENT ANALYSIS']","['', ' MAMS ']",['https://github.com/muyeby/RGAT-ABSA']
Bag of Tricks for Efficient Text Classification Edit social previewBag of Tricks for Efficient Text Classification Edit social preview,"['TEXT CLASSIFICATION', 'SENTIMENT ANALYSIS']","['', ' YFCC100M ']","['https://github.com/donghyeonk/fastText1607', 'https://github.com/mohammadreza-Banaei73/INLP_neural_practical_session', 'https://github.com/SarangShaikh201/fastText', 'https://github.com/currentsapi/fastlangid', 'https://github.com/lmd1993/fastTextBoost', 'https://github.com/DW-yejing/fasttext4j-jdk6', 'https://github.com/wyfish/fastText', 'https://github.com/bzz/LangID', 'https://github.com/dmlc/gluon-nlp', 'https://github.com/facebookresearch/fastText', 'https://github.com/romik9999/fasttext-1925f09ed3', 'https://github.com/trietnm2/sent2vec4j', 'https://github.com/linkfluence/fastText4j', 'https://github.com/pommedeterresautee/fastrtext', 'https://github.com/Nim-NLP/fastText', 'https://github.com/bogdankjastrzebski/EDTzUG-2020L', 'https://github.com/MhYao2014/HyperbolicEmbedding', 'https://github.com/TEAMLAB-Lecture/deep_nlp_101', 'https://github.com/gmichalo/question_identification_on_medical_logs', 'https://github.com/luhuiguo/jfasttext', 'https://github.com/FengJiaChunFromSYSU/fastText', 'https://github.com/Omerktn/fastText-iterative', 'https://github.com/baixl/text_classification', 'https://github.com/amymariaparker2401/new', 'https://github.com/RaRe-Technologies/gensim-data', 'https://github.com/luckyPT/jvm-ml', 'https://github.com/natbcar/modified-fastText', 'https://github.com/tshev/faster-FastText', 'https://github.com/Kinetikm/fastTextRelearning', 'https://github.com/bentrevett/pytorch-sentiment-analysis', 'https://github.com/code2k13/nlppipe', 'https://github.com/xyfJASON/Comment-Analysis', 'https://github.com/ericxsun/fastText', 'https://github.com/divisionai/fastText', 'https://github.com/M155K4R4/fastText', 'https://github.com/bung87/fastText', 'https://github.com/bmcclannahan/NLP-Sentiment', 'https://github.com/hufscapstone/Fast_text', 'https://github.com/graykode/nlp-tutorial', 'https://github.com/Kinetikm/fasttextRelearnExperiment', 'https://github.com/brightmart/text_classification', 'https://github.com/rmenegaux/fastDNA', 'https://github.com/xuzhezhaozhao/fastText_reading', 'https://github.com/mwydmuch/extremeText', 'https://github.com/indix/whatthelang', 'https://github.com/ppke-nlpg/fastText_factored-cbow', 'https://github.com/ShreyaKhare/imdb_fasttext', 'https://github.com/jen1995/fastText']"
Mazajak: An Online Arabic Sentiment Analyser Edit social previewMazajak: An Online Arabic Sentiment Analyser Edit social preview,"['ARABIC SENTIMENT ANALYSIS', 'TWITTER SENTIMENT ANALYSIS', 'SENTIMENT ANALYSIS']","['', ' ASTD ']",[]
Pre-Training with Whole Word Masking for Chinese BERT Edit social previewPre-Training with Whole Word Masking for Chinese BERT Edit social preview,"['SENTIMENT ANALYSIS', 'READING COMPREHENSION', 'NATURAL LANGUAGE INFERENCE', 'DOCUMENT CLASSIFICATION', 'LANGUAGE MODELLING', 'MACHINE READING COMPREHENSION', 'NAMED ENTITY RECOGNITION']","['', ' CMRC ', ' XTREME ', ' QuAC ', ' CJRC ', ' CMRC 2018 ', ' XNLI ', ' CoQA ', ' DRCD ', ' Natural Questions ', ' SQuAD ', ' RACE ']","['https://github.com/brightmart/roberta_zh', 'https://github.com/ymcui/Chinese-BERT-wwm']"
FinBERT: Financial Sentiment Analysis with Pre-trained Language Models Edit social previewFinBERT: Financial Sentiment Analysis with Pre-trained Language Models Edit social preview,"['LANGUAGE MODELLING', 'SENTIMENT ANALYSIS']","['', ' BookCorpus ']","['https://github.com/mashe0742/CMSC495_Proj', 'https://github.com/ProsusAI/finBERT']"
AraBERT: Transformer-based Model for Arabic Language Understanding Edit social previewAraBERT: Transformer-based Model for Arabic Language Understanding Edit social preview,"['QUESTION ANSWERING', 'NAMED ENTITY RECOGNITION', 'SENTIMENT ANALYSIS']","['', ' BookCorpus ', ' CoNLL-2003 ', ' ASTD ', ' ARCD ', ' ArSentD-LEV ', ' LABR ', ' Natural Questions ', ' SQuAD ']",['https://github.com/aub-mind/araBERT']
ASTD: Arabic Sentiment Tweets Dataset Edit social previewASTD: Arabic Sentiment Tweets Dataset Edit social preview,['SENTIMENT ANALYSIS'],"['', ' LABR ', ' ASTD ']",['https://github.com/mahmoudnabil/ASTD']
What Can We Learn From Almost a Decade of Food Tweets Edit social previewWhat Can We Learn From Almost a Decade of Food Tweets Edit social preview,"['QUESTION ANSWERING', 'SENTIMENT ANALYSIS']","['', ' SQuAD ']",['https://github.com/Usprogis/Latvian-Twitter-Eater-Corpus']
Measuring Mathematical Problem Solving With the MATH Dataset Edit social previewMeasuring Mathematical Problem Solving With the MATH Dataset Edit social preview,['TEXT GENERATION'],"['', ' MATH ']",['https://github.com/hendrycks/math']
Long Text Generation via Adversarial Training with Leaked Information Edit social previewLong Text Generation via Adversarial Training with Leaked Information Edit social preview,['TEXT GENERATION'],"['', ' COCO Captions ']","['https://github.com/valko073/LyricsGANs', 'https://github.com/liyzcj/leakgan-py3', 'https://github.com/nurpeiis/LeakGAN-PyTorch', 'https://github.com/CR-Gjx/LeakGAN', 'https://github.com/rupes438/CodeGen', 'https://github.com/universebh/text_generation_fsa_gan']"
Lagging Inference Networks and Posterior Collapse in Variational Autoencoders Edit social previewLagging Inference Networks and Posterior Collapse in Variational Autoencoders Edit social preview,['TEXT GENERATION'],"['', ' Omniglot ']",['https://github.com/jxhe/vae-lagging-encoder']
"The GEM Benchmark: Natural Language Generation, its Evaluation and Metrics Edit social previewThe GEM Benchmark: Natural Language Generation, its Evaluation and Metrics Edit social preview","['TASK-ORIENTED DIALOGUE SYSTEMS', 'EXTREME SUMMARIZATION', 'TEXT GENERATION', 'QUESTION ANSWERING', '                                                Compare', 'TEXT SIMPLIFICATION', 'CROSS-LINGUAL ABSTRACTIVE SUMMARIZATION', 'DATA-TO-TEXT GENERATION', 'ABSTRACTIVE TEXT SUMMARIZATION']","['', ' E2E ', ' Czech restaurant information ', ' DART ', ' WebNLG ', ' CommonGen ', ' XSum ', ' WikiLingua ', ' GEM ', ' SGD ', ' MLSUM ']",[]
Generating Text through Adversarial Training using Skip-Thought Vectors Edit social previewGenerating Text through Adversarial Training using Skip-Thought Vectors Edit social preview,"['CONDITIONAL TEXT GENERATION', 'SENTENCE EMBEDDINGS', 'TEXT GENERATION', 'STYLE TRANSFER', 'LANGUAGE MODELLING', 'WORD EMBEDDINGS']","['', ' BookCorpus ']",['https://github.com/enigmaeth/skip-thought-gan']
SARG: A Novel Semi Autoregressive Generator for Multi-turn Incomplete Utterance Restoration Edit social previewSARG: A Novel Semi Autoregressive Generator for Multi-turn Incomplete Utterance Restoration Edit social preview,"['DIALOGUE REWRITING', 'TEXT GENERATION']",[''],['https://github.com/NetEase-GameAI/SARG']
A Graph-to-Sequence Model for AMR-to-Text Generation Edit social previewA Graph-to-Sequence Model for AMR-to-Text Generation Edit social preview,"['GRAPH-TO-SEQUENCE', 'AMR-TO-TEXT GENERATION', 'TEXT GENERATION']",[''],['https://github.com/freesunshine0316/neural-graph-to-seq-mp']
Refining Deep Generative Models via Discriminator Gradient Flow Edit social previewRefining Deep Generative Models via Discriminator Gradient Flow Edit social preview,"['IMAGE GENERATION', 'TEXT GENERATION']","['', ' STL-10 ', ' CIFAR-10 ', ' Billion Word Benchmark ']",['https://github.com/clear-nus/DGflow']
HarDNet-MSEG: A Simple Encoder-Decoder Polyp Segmentation Neural Network that Achieves over 0.9 Mean Dice and 86 FPS Edit social previewHarDNet-MSEG: A Simple Encoder-Decoder Polyp Segmentation Neural Network that Achieves over 0.9 Mean Dice and 86 FPS Edit social preview,"['OBJECT TRACKING', 'SALIENT OBJECT DETECTION', 'MEDICAL IMAGE SEGMENTATION', 'MULTI-OBJECT TRACKING', 'OBJECT DETECTION', 'IMAGE CLASSIFICATION', 'SEMANTIC SEGMENTATION']","['', ' ImageNet ', ' Kvasir ', ' Cityscapes ', ' Kvasir-SEG ']","['https://github.com/james128333/HarDNet-MSEG', 'https://github.com/DengPingFan/PraNet']"
